,project_id,pool_id,title,description,pool_startedAt,hasInstructions,mayContainAdultContent,requesterID,requesterTrusted,lang,grade,averageAcceptanceTimeSec,moneyAvgHourly,moneyMed,moneyTop10,moneyMax3,reward
460,112371,36703256,Obtener información de cupones de sitios web [MX-ES: Get coupon information from websites],"** Para trabajar en este proyecto, necesitará una VPN de la región de México **
La tarea consiste en ir a un sitio web especificado, comprobar la disponibilidad del cupón y obtener los detalles de hasta cinco (5) cupones. Tendrá que copiar y pegar tanto el código del cupón como la descripción del cupón y adjuntar una captura de pantalla del cupón desde el sitio web.
Todas las tareas se comprueban cuidadosamente y solo se pagarán si se realizan correctamente.
",2022-12-05T09:01:27.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,2305.0,2.06699,0.12,0.44,,0.0
461,112378,35639835,¿La captura de pantalla del cupón coincide con la información proporcionada del cupón? [MX-ES: Does coupon screenshot match the provided coupon's information?],Mire la captura de pantalla del cupón y compárela con la descripción del cupón. ¿Coinciden?,2022-11-22T11:54:04.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.76,,1.09091,0.04,0.18,,0.0
462,112378,36632893,¿La captura de pantalla del cupón coincide con la información proporcionada del cupón? [MX-ES: Does coupon screenshot match the provided coupon's information?],Mire la captura de pantalla del cupón y compárela con la descripción del cupón. ¿Coinciden?,2022-11-30T13:04:39.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.9,,2.43243,0.04,0.11,,0.0
463,112378,36703600,¿La captura de pantalla del cupón coincide con la información proporcionada del cupón? [MX-ES: Does coupon screenshot match the provided coupon's information?],Mire la captura de pantalla del cupón y compárela con la descripción del cupón. ¿Coinciden?,2022-12-05T08:46:10.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.9,,2.64706,0.04,0.25,,0.0
464,112393,35756795,Autos - Portugese,Quão relevantes são os títulos de anúncios para as consultas pesquisadas,2022-10-07T08:07:11.000Z,1,0,62df2c0f6a9818156b72047825f84200,0,,,,0.302521,0.0,0.01,,0.0
465,112474,35711877,🛒 Check the products of the specified category in the store (3 tasks in the store),"You need to come to the address of the store, take a general photo of the shelves with specified category of goods, and then take a picture of ALL the goods on the shelves from this category, zoomed in, several goods in the photo.",2022-10-31T15:26:27.000Z,1,0,711553a5c46a7cb93d8e945bb0081be0,1,,,426818.0,,,,,0.0
466,112612,36632185,Сделайте два селфи с нужными условиями,"В задании будет указано, чем должны отличаться фотографии",2022-12-08T15:36:33.000Z,1,0,c9cc34c2d72952e745e135bf9a3d255a,0,,4.9,226958.0,0.913706,0.03,0.1,,0.0
467,113303,36550019,[Yandex.Eda & DC] [модерация] Смысловое соответствие + Качество текста,В рамках проекта по интеграции с DC нам необходимо промодерировать входящие данные по меню партнеров из DC,2022-11-29T17:29:12.000Z,1,1,a3009e6adeebc15d71eb9b9b4431bf94,1,,4.88,,0.0,,,,0.0
468,113305,36549922,[Yandex.Eda & DC] [модерация] Качество фотографии,В рамках проекта по интеграции с DC нам необходимо промодерировать входящие данные по меню партнеров из DC,2022-11-29T17:28:41.000Z,1,1,a3009e6adeebc15d71eb9b9b4431bf94,1,,4.95,,0.0,,,,0.0
469,113541,36662123,Определение модели сумки,"Требуется определить, соответствует ли сумка предложенной(-ым) модели(-ям)",2022-12-07T14:49:15.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.86,,0.248276,0.0,0.04,,0.0
470,113574,35747452,Compare Search Results - English - V2,"Comparing two search results to determine which side is the better result and better represents the landing page shown on the right.
This task uses external web site for labeling.
Regular payment per page is $0.058.
To access paid work, training and qualification test should be passed.
",2022-11-25T19:57:15.000Z,1,1,22f6fe514b6d5b051587167a30a56082,0,,,,0.0,0.0,0.0,5.87,0.0
471,113577,35747564,Comparer les résultats de recherche - Français - V2,"📈💰 Prix augmenté !!
Comparer deux résultats de recherche pour déterminer quel côté a le meilleur résultat et représente le mieux la page de destination indiquée à droite.
This task uses external web site for labeling.
Regular payment per page is $0.055.
To access paid work, training and qualification test should be passed.
",2022-11-25T19:57:21.000Z,1,1,22f6fe514b6d5b051587167a30a56082,0,,,,0.0,0.0,0.0,5.48,0.0
472,113579,35747568,Membandingkan Hasil Pencarian - Bahasa Indonesia - V2,"KENAIKAN PEMBAYARAN!! Membandingkan dua hasil pencarian untuk menentukan sisi mana yang lebih baik dan lebih tepat dalam menggambarkan laman landas (landing page) yang ada di sebelah kanan.
This task uses external web site for labeling.
Regular payment per page is $0.058.
To access paid work, training and qualification test should be passed.
",2022-12-10T06:37:05.000Z,1,1,22f6fe514b6d5b051587167a30a56082,0,,,,0.0,,,,0.0
473,113582,35747575,Сравните Результаты Поиска – Русский язык - V2-,"Оплата возросла!!!
Сравните два результата поиска с целью определить, какой из результатов лучше отвечает запросу и отражает содержание веб-страницы справа.
This task uses external web site for labeling.
Regular payment per page is $0.08.
To access paid work, training and qualification test should be passed.
",2022-12-09T23:56:11.000Z,1,1,22f6fe514b6d5b051587167a30a56082,0,,,,0.0,,,,0.0
474,113583,35747576,Comparar resultados de búsqueda – Español - V2,"📈💰 PRECIO AUMENTADO!!! 💵
Comparar dos resultados de búsqueda para determinar qué lado es el mejor resultado y representa mejor la página de destino que se muestra a la derecha.
This task uses external web site for labeling.
Regular payment per page is $0.10.
To access paid work, training and qualification test should be passed.
",2022-12-09T16:15:37.000Z,1,1,22f6fe514b6d5b051587167a30a56082,0,,,,0.0,,,,0.0
475,113684,36766019,Categorize user comment - S Second group,Pass the exam with accuracy of 90 or higher to receive payment and get access to further tasks,2022-12-09T11:06:19.000Z,1,0,56234ae50f38fe52ea19d25085e18895,1,,4.96,,4.33735,0.0,0.8,,0.0
476,113686,36766010,Categorize user comment - S First group,Pass the exam with accuracy of 90 or higher to receive payment and get access to further tasks,2022-12-09T11:06:11.000Z,1,0,56234ae50f38fe52ea19d25085e18895,1,,4.68,,3.46154,0.0,0.18,,0.0
477,113692,36766035,Categorize user comment - S Fourth group,Pass the exam with accuracy of 90 or higher to receive payment and get access to further tasks,2022-12-09T11:06:32.000Z,1,0,56234ae50f38fe52ea19d25085e18895,1,,,,2.41611,,,,0.0
478,114466,35964347,Verify-OrderOnlineUrl,"For this project, we need you to verify whether the provided order online url is related to the provided primary website. If his website has order online url and the provided order online url is not correct, please find and fill in the correct url.",2022-11-21T08:42:19.000Z,1,0,e134d662550bd2d2176b4f3e515f6e23,0,,4.73,,0.537313,0.05,0.09,,0.0
479,114521,36483643,Check if two audios has similar style,Listen to two voice recordings and check if they spoken in a similar style.,2022-11-21T14:57:30.000Z,1,1,751780a19ae4038de64fb986b5644c98,0,,4.64,249660.0,0.514286,,,,0.0
480,114878,36661179,Размечаем на самолечение и вред здоровью,"Пожалуйста, прочитайте инструкцию перед выполнением заданий проекта. Сначала вы выполняете бесплатное обучение, лишь затем вы приступаете к боевым заданиям.",2022-12-02T09:13:11.000Z,1,1,7c28f33a513f93f43503d440e74e6e17,0,,4.92,,0.0,0.02,0.04,0.26,0.0
481,114908,35866721,Яндекс Маркет. Извлечение параметров из текста запроса (упрощенное). Точность.,"Определите, верно ли извлечен параметр из текста запроса.",2022-10-13T16:07:25.000Z,1,0,7d935a4f05dc1f1f5ec7452feba85b5c,1,,4.85,,0.0,,,,0.0
482,114908,35866722,Яндекс Маркет. Извлечение параметров из текста запроса (упрощенное). Точность.,"Определите, верно ли извлечен параметр из текста запроса.",2022-10-13T16:06:43.000Z,1,0,7d935a4f05dc1f1f5ec7452feba85b5c,1,,4.85,,0.0,,,,0.0
483,114908,35866767,Яндекс Маркет. Извлечение параметров из текста запроса (упрощенное). Точность.,"Определите, верно ли извлечен параметр из текста запроса.",2022-10-13T16:08:13.000Z,1,0,7d935a4f05dc1f1f5ec7452feba85b5c,1,,4.85,,0.0,0.05,0.21,0.61,0.0
484,115157,35939604,Содержится ли аспект в тексте,"Дан открывок отзыва, выделенный в нём текст и название аспекта, нужно ответить, содержится ли в выделенном тексте информация об аспекте.",2022-11-03T09:25:54.000Z,1,1,4be045b04bfbf6c69c5e7b995879aa7d,1,,4.92,,0.0,,,,0.0
485,115285,36026951,Написать серийный номер со штампа,Посмотрите на фото штампа и выпишите серийный номер с него,2022-11-23T09:47:48.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.95,,0.486486,0.0,0.03,,0.0
486,115563,35969352,Правильная ли категория товара?,"Определите, к правильной ли категории отнесен товар",2022-10-25T09:15:25.000Z,1,0,da7ee587ec8fdfcb873267764a28aa20,1,,4.81,,0.610169,0.0,0.04,,0.0
487,116459,36017423,Классификация текста из интернета ,"Классифицируйте текст по четырем категориям: Реклама, Оскорбительный контент, Шокирующий контент, Другое.",2022-10-23T22:38:46.000Z,1,1,5518c60e08ba3dc67a333480bd105795,0,,,,0.0,,,,0.0
488,116787,36245845,Экзамен РЖЯ,Русский жестовый язык (экзамен),2022-12-07T06:36:49.000Z,1,1,ff1b1339edbf3473004401b00e3e7a74,0,,,,0.418605,0.02,0.02,,0.02
489,116857,36377905,¿Son correctos los valores de los atributos del producto?,,2022-11-15T09:37:03.000Z,1,1,56234ae50f38fe52ea19d25085e18895,1,,,,1.6,,,,0.0
490,116857,36700690,¿Son correctos los valores de los atributos del producto?,,2022-12-05T04:59:24.000Z,1,1,56234ae50f38fe52ea19d25085e18895,1,,,,0.0,,,,0.0
491,116898,36598075,Film yourself on front and back cameras,Take two videos with yourself on your mobile phone on front and back cameras,2022-12-05T11:49:16.000Z,1,0,c69b008e44d038469bf39335173dce31,0,,4.2,127304.0,1.00559,0.01,0.01,,0.0
492,116898,36598267,Film yourself on front and back cameras,Take two videos with yourself on your mobile phone on front and back cameras,2022-12-01T10:52:28.000Z,1,0,c69b008e44d038469bf39335173dce31,0,,4.24,127304.0,4.02235,0.0,0.01,,0.0
493,116898,36757628,Film yourself on front and back cameras,Take two videos with yourself on your mobile phone on front and back cameras,2022-12-08T17:14:47.000Z,1,0,c69b008e44d038469bf39335173dce31,0,,4.31,343904.0,4.69055,0.07,0.07,,0.0
494,116898,36758204,Film yourself on front and back cameras,Take two videos with yourself on your mobile phone on front and back cameras,2022-12-08T18:06:44.000Z,1,0,c69b008e44d038469bf39335173dce31,0,,4.31,343904.0,4.69055,,,,0.0
495,116907,36072909,Product Search Relevance Evaluation,"TRAINING to get access to EXAM. This training is only paid if completed with an excellent score. Otherwise, it will be rejected. Good luck!",2022-11-29T15:42:03.000Z,1,1,7ebd6615367c69ac4294e2b524bdf0b1,1,,4.85,29402.0,0.563759,,,,0.0
496,116908,36073393,Product Search Relevance Evaluation,"TRAINING to get access to EXAM. This training is only paid if completed with an excellent score. Otherwise, it will be rejected. Good luck!",2022-11-29T15:42:56.000Z,1,1,7ebd6615367c69ac4294e2b524bdf0b1,1,,4.68,29690.0,0.6,,,,0.0
497,117125,36417425,¿Es aplicable el atributo?,,2022-11-17T14:08:27.000Z,1,0,56234ae50f38fe52ea19d25085e18895,1,,,,0.692308,,,,0.0
498,117270,36092447,Ordnen das Schlagwort im Zusammenhang mit der Suchanfrage [Lernen],"Absolvieren Sie ein 15-minütiges Quiz, um Zugang zu einem täglichen Projekt mit einer Zahlung von bis zu 0,15 USD pro Aufgabe zu erhalten",2022-10-28T13:42:13.000Z,1,1,590fb2001662aa37ac9acec70ea25e27,0,,,,0.0,0.0,0.0,0.04,0.0
499,117836,36222032,Is the minifigure for sale in the ad?,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",2022-11-23T13:01:32.000Z,1,0,0d0f8804cdf7478881b3d99973a3cae2,0,,4.67,,0.0,0.0,0.01,0.02,0.0
500,117836,36660559,Is the minifigure for sale in the ad?,"Look at the picture and the text to see if the minifigure is for sale in this ad, or if it's just an example.",2022-12-02T08:25:08.000Z,1,1,0d0f8804cdf7478881b3d99973a3cae2,0,,4.65,,0.361809,0.0,0.01,,0.0
501,117954,36165396,🔊Check text pronunciation on audio in Arabic🔊,Task in Arabic,2022-11-07T08:05:10.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.66,,0.755245,0.05,0.78,1.96,0.0
502,117954,36618340,🔊Check text pronunciation on audio in Arabic🔊,Task in Arabic,2022-11-29T17:13:56.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.68,,0.617143,0.0,0.05,,0.0
503,117984,36527891,"Collect the names of roads, schools, and parks:V1","Select a point on the map, go to the location, and take pictures of signs/boards of roads, schools, and parks. You can take pictures within highlighted polygon",2022-11-29T17:58:31.000Z,1,0,5649ed9a5b18e2c3e575004fa3f98d4e,0,EN,4.49,588030.0,,1.0,3.0,6.08,0.0
504,117988,36170242,Нахождение и валидация параметра товара,Обучение (20 заданий),2022-12-05T12:54:41.000Z,1,0,1acce5e2cb98ea0160873d2f340d94cd,1,,4.39,,0.0,0.0,0.01,0.01,0.0
505,118133,36183158,Поиск наличия токсичности,"Здравствуйте, 
в этом задании вам предстоит определить, содержит ли ответ на вопрос ТОКСИЧНОСТЬ, если да, то какого типа. Подробнее можно почитать в обученнии к заданию.",2022-11-07T11:49:11.000Z,1,1,ff1b1339edbf3473004401b00e3e7a74,0,,4.78,,0.0,,,,0.0
506,118364,36215132,Make photo of cards,,2022-11-22T09:41:28.000Z,1,1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,,4.04,26031.0,0.235294,,,,0.0
507,118365,36215307,Make photo of receipts,"You need to take a photo of  receipts, as in the instructions.",2022-12-05T09:29:06.000Z,1,1,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,,4.03,53742.0,0.574468,0.0,0.03,,0.0
508,118439,36226575,Send your selfie,,2022-11-26T15:48:24.000Z,1,1,5d8cb3a45d6a0b13ea7c8d9cb141f588,0,EN,4.22,14912.0,0.257143,0.0,0.03,,0.0
509,118613,36246563,Make photos of yourself + measure body parts,"Get access to another 7$ project for correct completion.
Make 2 photos of yourself + provide your height and weight + make 1 body measurement.",2022-11-20T19:01:18.000Z,1,0,56234ae50f38fe52ea19d25085e18895,1,,3.11,107923.0,0.452424,,,,0.0
510,118613,36478167,Make photos of yourself + measure body parts,"Get access to another 7$ project for correct completion.
Make 2 photos of yourself + provide your height and weight + make 1 body measurement.",2022-11-23T10:33:20.000Z,1,0,56234ae50f38fe52ea19d25085e18895,1,,4.08,119493.0,0.460695,0.01,0.01,,0.0
511,118630,36247360,Does the provided link contain coupons? (South Africa),"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",2022-11-09T10:14:39.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.71,,0.392157,0.05,0.2,0.57,0.0
512,118630,36642940,Does the provided link contain coupons? (South Africa),"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",2022-12-01T05:30:27.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.72,,1.15632,0.05,0.3,,0.0
513,118630,36660588,Does the provided link contain coupons? (South Africa),"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",2022-12-02T08:27:55.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.74,,1.08871,0.05,0.3,,0.0
514,118630,36709397,Does the provided link contain coupons? (South Africa),"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Click the link, go to the website and decide:
Are there promotional codes on the site?",2022-12-05T15:37:46.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,4.75,,1.09312,0.05,0.15,,0.0
515,118644,36774863,Get coupon information from websites (South Africa),"** You should be located in South Africa or use VPN with South Africa region settings to do this project ** 
Your task is to visit the website, check the availability of the coupon and get information about the coupons. You need to copy and paste the coupon code, the coupon description, as well as attach a screenshot of the coupon from the website.
All tasks are thoroughly checked and paid only if they were performed correctly.",2022-12-09T21:51:30.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,1934.0,1.48148,0.1,0.1,,0.0
516,118758,36515418,Write geographic area/point name in Spanish,"Given a geographic area/point on a map, write its name in Spanish.",2022-12-01T18:34:16.000Z,1,0,1b5c050876f29cd8511d8c47214f58b9,0,,4.87,,0.782609,0.15,0.15,1.29,0.0
517,118758,36740929,Write geographic area/point name in Spanish,"Given a geographic area/point on a map, write its name in Spanish.",2022-12-08T21:11:29.000Z,1,0,1b5c050876f29cd8511d8c47214f58b9,0,,4.86,,0.818182,0.35,9.21,18.78,0.0
518,118804,36265361,Does coupon screenshot match the provided coupon's information? (South Africa),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-11-09T11:49:26.000Z,1,0,b8867ba0bef402679ca8cf0561e54ba1,0,,4.67,,0.911393,0.02,0.04,,0.0
519,118804,36693353,Does coupon screenshot match the provided coupon's information? (South Africa),Look at the coupon's screenshot and compare it with coupon description. Do they match?,2022-12-04T15:04:04.000Z,1,1,b8867ba0bef402679ca8cf0561e54ba1,0,,,,1.84615,0.02,0.04,,0.0
520,118809,36367993,Web page categories,Classify if a web page relates to a given category,2022-11-14T14:02:19.000Z,1,0,a49c0ef4b805ca1be4ba9a61ab1e9c75,0,,4.76,,0.341232,,,,0.0
521,119129,36369045,[Toloka] Deutscher Grammatik Test,"Nehmen Sie den Test und bekommen weitere bezahlte Aufgaben. Nachdem Sie
den Test bestanden haben, wird Ihnen der Zugang zu schwierigeren Aufgaben
gewährt, die fortgeschrittene Sprachkenntnisse erfordern.",2022-11-14T15:40:04.000Z,1,0,71daea4cffae4488067aebfb6583914a,0,EN,,,0.0,,,,0.0
522,119143,36301845,Select the best translation [en->ja] ,In this task you will be shown an English sentence together with two translations of it into Japanese. These translations were produced by machine translation systems. You need to decide which translation is better.,2022-11-28T10:44:32.000Z,1,0,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.87,,4.8189,,,,0.0
523,119143,36597790,Select the best translation [en->ja] ,In this task you will be shown an English sentence together with two translations of it into Japanese. These translations were produced by machine translation systems. You need to decide which translation is better.,2022-11-29T11:44:14.000Z,1,0,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.88,83900.0,7.37705,0.75,0.75,,0.0
524,119145,36302617,Select the best translation [ru->es] ,"В этом задании вам будет показана фраза на русском языке вместе с двумя его переводами на испанский язык. Эти переводы были произведены системами машинного перевода. Вам нужно решить, какой перевод лучше.",2022-11-17T19:04:50.000Z,1,0,b4e4d09c6bbee0fb99813d53d082e4b0,1,,4.91,,1.82741,0.0,0.08,,0.0
525,119382,36347795,Исследование сайта,Ответьте на несколько вопросов про сайт,2022-11-26T20:00:24.000Z,1,0,0011929c12ebf90db273bfa79a51a33b,0,,3.88,,0.288,0.01,0.01,,0.0
526,119634,36369795,🔊Check text pronunciation on audio in Spanish🔊 ,Task in Spanish,2022-11-25T19:03:59.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,4.49,,0.610169,0.0,0.06,,0.0
527,119680,36613530,Earning money with Toloka,Onboarding task from Toloka: read a short article and answer a question,2022-11-29T14:16:16.000Z,1,0,71daea4cffae4488067aebfb6583914a,0,,,,0.0,,,,0.0
528,119681,36613727,Choosing the right tasks in Toloka,Onboarding task from Toloka: read a short article and answer a question,2022-11-29T14:16:26.000Z,1,0,71daea4cffae4488067aebfb6583914a,0,,,,0.0,,,,0.0
529,119682,36613827,Types of tasks in Toloka,Onboarding task from Toloka: read a short article and answer a question,2022-11-29T14:16:36.000Z,1,0,71daea4cffae4488067aebfb6583914a,0,,,,0.0,,,,0.0
530,119776,36617216,Search Relevance Evaluation (English),"TRAINING to get access to EXAM. This training is only paid if completed with an excellent score. Otherwise, it will be rejected. Good luck!",2022-11-30T16:02:01.000Z,1,1,7ebd6615367c69ac4294e2b524bdf0b1,1,,4.91,235.0,0.452424,,,,0.0
531,119776,36631476,Search Relevance Evaluation (English),Did Amazon return relevant products for the search query? Let's find out!,2022-11-30T20:02:32.000Z,1,1,7ebd6615367c69ac4294e2b524bdf0b1,1,,4.91,235.0,1.29264,,,,0.0
532,120011,36426484,Validating images of kitchenware,Determine if images are kitchenware or not,2022-11-19T23:05:55.000Z,1,0,95d080317f8b10da0bf56d6820c24fbe,0,EN,4.86,,0.507042,0.02,0.06,,0.0
533,120134,36741579,Relevanz suchen,"Bestimmen Sie, wie relevant das Produkt für eine konkrete Suchanfrage ist.",2022-12-08T15:57:22.000Z,1,0,1f4d17e4afcadecba03c3ce9f38b6d6f,0,DE,4.75,,0.566929,0.04,0.06,,0.0
534,120217,36660383,AdCopy to image relevance,"Given the text of an ad and images,

1. select all the images which are relevant to the text
2. identify any image issues such as sensitive categories or image not loading

NOTE: Same image in different sizes can be present in the same task. ",2022-12-02T08:17:27.000Z,1,1,7c4d1c682af3998131cf46ca62c3a676,0,,4.83,,1.94595,,,,0.0
535,120217,36660401,AdCopy to image relevance,"Given the text of an ad and images,

1. select all the images which are relevant to the text
2. identify any image issues such as sensitive categories or image not loading

NOTE: Same image in different sizes can be present in the same task. ",2022-12-02T08:18:17.000Z,1,1,7c4d1c682af3998131cf46ca62c3a676,0,,4.83,,1.94595,,,,0.0
536,120318,36438527,Gaming Survey,This survey is to select a name for a new gaming platform. You need to click on button Survey and fill the form.,2022-11-19T13:38:32.000Z,1,0,4a83c1cc6c53b4c8994b3051d2fe5854,1,,4.61,,1.13089,0.1,0.2,,0.0
537,120426,36452068,Take 10 photos of your face,You'll need to use both phone and webcam for different photos with different clothing and lighting,2022-12-07T17:37:31.000Z,1,0,f8b3c2e55fcbe54b3666a2bdfc85fa4a,0,EN,3.75,38311.0,2.29226,0.0,0.06,,0.0
538,120596,36478520,Запишите фразы,"Запишите все фразы, которые видите. Сделайте небольшую паузу (полсекунды) в начале и конце записи.",2022-11-22T09:46:02.000Z,1,1,eab96e9bd04f9f10e4083f3832c04f60,0,,,8809.0,0.169811,,,,0.0
539,120596,36598710,Запишите фразы,"Запишите все фразы, которые видите. Сделайте небольшую паузу (полсекунды) в начале и конце записи.",2022-12-07T09:06:59.000Z,1,1,eab96e9bd04f9f10e4083f3832c04f60,0,,1.92,90690.0,0.2,0.0,0.01,,0.01
540,120616,36482468,"Pairwise comparison of audio recordings
","Listen to two audio recordings and select one of them according to the criteria in the instructions.
",2022-11-21T13:22:35.000Z,1,1,73e01a9c98999114ec4af4a7a01a679f,1,,,,,,,,0.0
541,120637,36484563,Movies recommendation relevance,To detect whether a movie recommendation is relevant,2022-11-21T15:53:30.000Z,1,1,01094fcbf599c27534fcdd482df9440e,0,,1.39,,,,,,0.0
542,120637,36661762,Movies recommendation relevance,To detect whether a movie recommendation is relevant,2022-12-02T09:56:13.000Z,1,1,01094fcbf599c27534fcdd482df9440e,0,,2.26,,1.06667,,,,0.0
543,120637,36661876,Movies recommendation relevance,To detect whether a movie recommendation is relevant,2022-12-02T10:03:02.000Z,1,1,01094fcbf599c27534fcdd482df9440e,0,,2.42,,1.06667,,,,0.0
544,120637,36664769,Movies recommendation relevance,To detect whether a movie recommendation is relevant,2022-12-02T13:29:55.000Z,1,1,01094fcbf599c27534fcdd482df9440e,0,,2.79,,0.86747,,,,0.0
545,120656,36487579,Разметка упоминаний сервиса Crowd в соцсетях по типам,Задание на разметку сообщений по трём типам,2022-11-22T19:42:39.000Z,1,1,81029b6e4b04badacad20d15ff3998e0,1,,4.95,,0.395604,0.0,0.09,,0.0
546,120765,36500201,Выделите теги в поисковых запросах,Выделите текст в соответствии с инструкцией,2022-11-22T13:35:26.000Z,1,0,d8b31d3d01b4315db0172ab7ca0cf0db,1,,,,0.83237,,,,0.0
547,120795,36547565,Is there a short answer in the text?,You have to decide whether is a given legal text contains short answer to the question.,2022-11-25T09:37:43.000Z,1,1,46f89a3797a8bff3106145d8f50dfc2a,1,,4.72,,0.0,0.0,0.0,5.31,0.0
548,120819,36507044,Video Superfresh Relevance Labeling (English),"<b>This hitapp requires use of the UHRS browser plugin to submit judgements. Please be aware that without this plugin you will not be able to work on the hitapp</b>

Judge the relevance, the language match, and freshness of a query-url pair.
This task uses external web site for labeling.
Regular payment per page is $0.032.
To access paid work, training and qualification test should be passed.
",2022-12-09T11:13:33.000Z,1,1,45bfb4335641f28a7c91c80b90fd0e00,0,,,,0.0,0.0,1.92,7.42,0.0
549,120911,36652326,Реклама на картинке,Тренировочный пул. После успешного прохождения тренировки и экзамена будут доступны задания с динамическим ценообразованием +1 цент за повышенные навыки.,2022-12-01T23:11:55.000Z,1,1,7ac34d663979a582df7edbd3a18e792a,1,RU,5.0,,0.346154,0.02,0.02,,0.01
550,121035,36711665,Новостность документа,Является ли документ новостью,2022-12-05T19:22:56.000Z,1,0,943f3497dcdc8473c563b7113344d5f0,1,,4.83,,0.62069,0.0,0.02,,0.0
551,121201,36548385,Выделите пять точек лица на изображении,"На изображении представлено лицо человека, выделите на нём пять точек: левый и правый глаз, кончик носа, левый и правый уголок губ.",2022-11-28T14:30:19.000Z,1,1,434b9f62d5d6c70877a393fc6f069d66,0,,4.82,86319.0,0.0,0.0,0.0,19.04,0.0
552,121214,36599622,Quiz Search Relevance Evaluation (English),Learn additional guidelines for the Search Relevance project to get access to a new task volume,2022-11-30T19:45:27.000Z,1,1,7ebd6615367c69ac4294e2b524bdf0b1,1,,,2.0,0.471204,,,,0.0
553,121509,36647283,Text-Query Relevance Detection,Determine whether the query appears in the text,2022-12-06T20:27:14.000Z,1,1,851e5548c35f8ec73502145df8c3e284,0,,4.83,,0.775862,0.0,0.0,,0.0
554,121509,36755424,Text-Query Relevance Detection,Determine whether the query appears in the text,2022-12-09T21:44:18.000Z,1,1,851e5548c35f8ec73502145df8c3e284,0,,4.83,,0.86747,0.0,0.15,0.99,0.0
555,121509,36761142,Text-Query Relevance Detection,Determine whether the query appears in the text,2022-12-08T23:56:03.000Z,1,1,851e5548c35f8ec73502145df8c3e284,0,,4.82,,0.731707,0.0,0.0,,0.0
556,121529,36708642,Почему не считана метка товара?,"Определите, по какой причине робот на складе Яндекс Маркета не смог считать метку товара.",2022-12-06T14:25:10.000Z,1,1,749de3220728ab2f138b4effc9326faa,0,,4.92,,0.0,0.01,0.03,0.07,0.0
557,121647,36614343,Is the PRODUCT suitable for the INTEREST?,"Read the INTEREST. 
Look at the PRODUCT. 
Choose YES or NO.",2022-11-30T10:56:24.000Z,1,0,690bac8923667318bdce4aa7007ae9b0,0,,,,0.393013,,,,0.0
558,121647,36632205,Is the PRODUCT suitable for the INTEREST?,"Read the INTEREST. 
Look at the PRODUCT. 
Choose YES or NO.",2022-12-01T11:26:06.000Z,1,1,690bac8923667318bdce4aa7007ae9b0,0,,4.51,,0.0,,,,0.0
559,121647,36634611,Is the PRODUCT suitable for the INTEREST?,"Read the INTEREST. 
Look at the PRODUCT. 
Choose YES or NO.",2022-12-01T12:33:35.000Z,1,1,690bac8923667318bdce4aa7007ae9b0,0,,4.53,,0.0,,,,0.0
560,121647,36644754,Is the PRODUCT suitable for the INTEREST?,"Read the INTEREST. 
Look at the PRODUCT. 
Choose YES or NO.",2022-12-01T08:10:32.000Z,1,1,690bac8923667318bdce4aa7007ae9b0,0,,4.52,,0.314685,,,,0.0
561,121686,36690412,Unstructured Spec Attribute Extraction Validation,"Check whether the given Value is present on the product page, if the value exists can it be associated with the given value?",2022-12-04T18:24:02.000Z,1,1,7c13b57ffa8e4a3b719adfe89d811a03,0,,4.49,,0.0,,,,0.0
562,121702,36743071,Object detection: bags,Outline objects with bounding boxes.,2022-12-09T04:15:52.000Z,1,0,52245451aa3907d84755d52621f0e892,0,,4.18,10623.0,1.88482,,,,0.0
